article_positive,article_neutral,article_negative,para_positive,para_neutral,para_negative,sentence_positive,sentence_neutral,sentence_negative,type,text_segment,segment_id,BART_three,BART_five
,,,0.7237824201583862,0.06710279732942581,0.20911476016044617,,,,para_text, An appeal to nationalism nearly saved the outgoing government,A6-P0,Positive,Very positive
,,,,,,0.7237824201583862,0.06710279732942581,0.20911476016044617,sentence_text, An appeal to nationalism nearly saved the outgoing government,A6-P0-S0,Positive,Very positive
,,,0.15449531376361847,0.03784356638789177,0.8076611161231995,,,,para_text," IT LOST, but, even in losing, Fidesz, the conservative party of Hungary's prime minister, Viktor Orban, proved that in Central Europe too nationalist populism pays.",A6-P1,Negative,Very negative
,,,,,,0.15449531376361847,0.03784356638789177,0.8076611161231995,sentence_text," IT LOST, but, even in losing, Fidesz, the conservative party of Hungary's prime minister, Viktor Orban, proved that in Central Europe too nationalist populism pays.",A6-P1-S0,Negative,Very negative
,,,0.5403550863265991,0.10242581367492676,0.35721907019615173,,,,para_text," Before the first round of the elections, on April 7th, the then opposition Socialists said polls were understating their support. Albeit narrowly, a surprise success proved them right: they got more votes than Fidesz, and won more of those seats decided in that round. Before the second one, on April 21st, Fidesz in turn insisted it could bring out enough extra voters to turn the overall result around. Since turnout in the first round had been a record 71%, and details of the figures looked unfavourable, that sounded even more unlikely. Yet turnout on the 21st was 73.5%, and Fidesz managed to end with 189 seats, only five short of a majority in the 386-seat parliament.",A6-P2,Positive,Positive
,,,,,,0.35659387707710266,0.12154162675142288,0.5218644738197327,sentence_text," Before the first round of the elections, on April 7th, the then opposition Socialists said polls were understating their support.",A6-P2-S0,Negative,Negative
,,,,,,0.9056131839752197,0.04400026425719261,0.05038658529520035,sentence_text,"Albeit narrowly, a surprise success proved them right: they got more votes than Fidesz, and won more of those seats decided in that round.",A6-P2-S1,Positive,Very positive
,,,,,,0.5117592811584473,0.13592441380023956,0.35231631994247437,sentence_text,"Before the second one, on April 21st, Fidesz in turn insisted it could bring out enough extra voters to turn the overall result around.",A6-P2-S2,Positive,Positive
,,,,,,0.04975856468081474,0.1367921531200409,0.8134492635726929,sentence_text,"Since turnout in the first round had been a record 71%, and details of the figures looked unfavourable, that sounded even more unlikely.",A6-P2-S3,Negative,Very negative
,,,,,,0.41086938977241516,0.09346790611743927,0.4956626892089844,sentence_text,"Yet turnout on the 21st was 73.5%, and Fidesz managed to end with 189 seats, only five short of a majority in the 386-seat parliament.",A6-P2-S4,Negative,Negative
,,,0.5155041813850403,0.17470182478427887,0.30979394912719727,,,,para_text," How was it done? In the first round, the voters seemed to have rejected extremism. The Socialists, despite their unpleasant Communist heritage, are now quite like modern European social democrats. Fidesz is to the right of most centre-right parties. And the radical nationalist Hungarian Justice and Life Party did not reach the 5% needed to get any seats at all. So did Fidesz, between the rounds, aim for the centre?",A6-P3,Positive,Positive
,,,,,,0.373113751411438,0.41125988960266113,0.21562635898590088,sentence_text, How was it done?,A6-P3-S0,Neutral,Neutral
,,,,,,0.5173159837722778,0.04720233753323555,0.4354816973209381,sentence_text,"In the first round, the voters seemed to have rejected extremism.",A6-P3-S1,Positive,Positive
,,,,,,0.4153156578540802,0.04721717908978462,0.5374671220779419,sentence_text,"The Socialists, despite their unpleasant Communist heritage, are now quite like modern European social democrats.",A6-P3-S2,Negative,Negative
,,,,,,0.41863685846328735,0.0979141816496849,0.48344892263412476,sentence_text,Fidesz is to the right of most centre-right parties.,A6-P3-S3,Negative,Negative
,,,,,,0.08326802402734756,0.022585833445191383,0.8941461443901062,sentence_text,And the radical nationalist Hungarian Justice and Life Party did not reach the 5% needed to get any seats at all.,A6-P3-S4,Negative,Very negative
,,,,,,0.5645759701728821,0.09889213740825653,0.3365319073200226,sentence_text,"So did Fidesz, between the rounds, aim for the centre?",A6-P3-S5,Positive,Positive
,,,0.009121375158429146,0.007914203219115734,0.9829644560813904,,,,para_text," No, it became more populist and nationalistic. It held big, flag- waving rallies--one attracted several hundred thousand people--and told them that the free-market-minded Socialists would hand Hungary over to big business and (this for the farmers) let foreigners buy their land.",A6-P4,Negative,Very negative
,,,,,,0.005391117185354233,0.005350907798856497,0.9892579913139343,sentence_text," No, it became more populist and nationalistic.",A6-P4-S0,Negative,Very negative
,,,,,,0.2040117233991623,0.04998607188463211,0.746002197265625,sentence_text,"It held big, flag- waving rallies--one attracted several hundred thousand people--and told them that the free-market-minded Socialists would hand Hungary over to big business and (this for the farmers) let foreigners buy their land.",A6-P4-S1,Negative,Very negative
,,,0.23442168533802032,0.19139477610588074,0.5741835832595825,,,,para_text," The result revealed a divided country. The well-off west--well- off, ironically, thanks to foreign investment--favoured Fidesz. The poorer and less populous east mainly voted Socialist. Budapest, home to a fifth of the population, gave Fidesz only four of the city's 32 individual constituencies, and those by narrow margins.",A6-P5,Negative,Negative
,,,,,,0.05291536822915077,0.05258598551154137,0.8944986462593079,sentence_text, The result revealed a divided country.,A6-P5-S0,Negative,Very negative
,,,,,,0.6720278263092041,0.06803908199071884,0.25993311405181885,sentence_text,"The well-off west--well- off, ironically, thanks to foreign investment--favoured Fidesz.",A6-P5-S1,Positive,Very positive
,,,,,,0.25106146931648254,0.04958346113562584,0.6993550658226013,sentence_text,The poorer and less populous east mainly voted Socialist.,A6-P5-S2,Negative,Very negative
,,,,,,0.28834208846092224,0.06267733871936798,0.6489805579185486,sentence_text,"Budapest, home to a fifth of the population, gave Fidesz only four of the city's 32 individual constituencies, and those by narrow margins.",A6-P5-S3,Negative,Negative
,,,0.4574836790561676,0.13059350848197937,0.4119228422641754,,,,para_text," Peter Medgyessy, the Socialists' prime-ministerial candidate, a former finance minister with experience as an economist and banker, will depend on the support of the liberal Free Democrats, the only other party to have passed the 5% threshold. The two parties co- operated between the first round and the second, to maximise their seats, and on April 22nd began talks on a coalition, as in 1994-98.",A6-P6,Positive,Positive
,,,,,,0.5271479487419128,0.12061849981546402,0.3522335886955261,sentence_text," Peter Medgyessy, the Socialists' prime-ministerial candidate, a former finance minister with experience as an economist and banker, will depend on the support of the liberal Free Democrats, the only other party to have passed the 5% threshold.",A6-P6-S0,Positive,Positive
,,,,,,0.4512881934642792,0.08770547807216644,0.4610062837600708,sentence_text,"The two parties co- operated between the first round and the second, to maximise their seats, and on April 22nd began talks on a coalition, as in 1994-98.",A6-P6-S1,Negative,Negative
,,,0.4362756013870239,0.14981089532375336,0.4139135479927063,,,,para_text," Even before the second round, the two parties were talking about healing the nation's divisions. They may manage a bit of that in parliament. Fidesz's electoral list included a second party, the Hungarian Democratic Forum. This latter, more like a typical Christian Democrat party, had shared in power, but in opposition its now 24 members may break away and be readier to ease the new government's path.",A6-P7,Positive,Positive
,,,,,,0.4875674247741699,0.1402444839477539,0.37218812108039856,sentence_text," Even before the second round, the two parties were talking about healing the nation's divisions.",A6-P7-S0,Positive,Positive
,,,,,,0.4666464626789093,0.25915008783340454,0.2742033898830414,sentence_text,They may manage a bit of that in parliament.,A6-P7-S1,Positive,Positive
,,,,,,0.41340312361717224,0.09731864929199219,0.48927822709083557,sentence_text,"Fidesz's electoral list included a second party, the Hungarian Democratic Forum.",A6-P7-S2,Negative,Negative
,,,,,,0.3576963543891907,0.11262425035238266,0.5296793580055237,sentence_text,"This latter, more like a typical Christian Democrat party, had shared in power, but in opposition its now 24 members may break away and be readier to ease the new government's path.",A6-P7-S3,Negative,Negative
,,,0.266650527715683,0.14977318048477173,0.5835763216018677,,,,para_text," Even so, Hungary looks set for four years of a government with a majority of only eight. And Fidesz will harry Mr Medgyessy-- especially if, as some Socialists have promised, the new government investigates corruption under the old one.",A6-P8,Negative,Negative
,,,,,,0.34757381677627563,0.17965500056743622,0.47277113795280457,sentence_text," Even so, Hungary looks set for four years of a government with a majority of only eight.",A6-P8-S0,Negative,Negative
,,,,,,0.10168452560901642,0.046385690569877625,0.8519297242164612,sentence_text,"And Fidesz will harry Mr Medgyessy-- especially if, as some Socialists have promised, the new government investigates corruption under the old one.",A6-P8-S1,Negative,Very negative
,,,0.8272175788879395,0.08535262942314148,0.08742974698543549,,,,para_text,Caption: Medgyessy: a Socialist winner,A6-P9,Positive,Very positive
,,,,,,0.8272175788879395,0.08535262942314148,0.08742974698543549,sentence_text,Caption: Medgyessy: a Socialist winner,A6-P9-S0,Positive,Very positive
0.4328257441520691,0.1371886432170868,0.4299856424331665,,,,,,,text,"Spanish voters are belatedly waking up to the extent of their economic problems--although the prime minister still denies them
SUCCESSES in soccer and politics do not always go together. Even as euphoric Spaniards revel in their team's Euro 2008 win on June 29th, they know that the real party, celebrating a decade of fizzy growth, is over. The Socialist prime minister, Jose Luis Rodriguez Zapatero, would prefer them to focus on sport, not the economy. But even though he was elected to a second term in March, his popularity is now tumbling, in line with the economy.
The litany of bad news has become interminable. Growth is slowing sharply and unemployment is rising. The housing bubble has burst and residential construction has seized up. Prices of petrol, electricity, food and a host of other things Spaniards buy have all gone up sharply, as (on July 3rd) did euro-area interest rates.
It is no surprise that half of all Spaniards now consider their personal financial position to be worse than in March. This may not be all Mr Zapatero's fault, but he is the man they are blaming. Striking truck-drivers caused chaos on the roads and left supermarket shelves empty for a week in June. The four-point lead that the Socialists had over the People's Party (PP) opposition in March has now evaporated.
It does not help that the government keeps denying that it faces a crisis. The finance minister, Pedro Solbes, refuses to utter the word ""crisis"" at all. Mr Zapatero told the daily El Pais that its use was ""a matter of opinion"". They are supported by Banco Santander's president, Emilio Botin, who compares the fraught state of the economy with a child's fever: dramatic, but short-lived. Yet crisis may be too bland a word: many economists think ""recession"" will soon be more appropriate. Mr Solbes admits that second-quarter growth will be below the first quarter's paltry 0.3%. His prediction of 2008 growth is now somewhere ""below"" 2%. On July 2nd a defiant Mr Zapatero told parliament he did not believe recession was coming.
In his first term, a smiling Mr Zapatero rode the crest of the economic wave, with a feel-good image of optimism and positive thinking. From regional devolution to gay marriage, he spread a message of goodwill to all. The economy was given little attention as it turned in growth rates well above 3% every year. Cures for every social or political ill seemed possible, as there was plenty of money around.
Things started to go wrong when Spain's frothy construction industry began to deflate last year. A healthy budget surplus, a promise that the grey but trusted Mr Solbes would run the economy and a pledge to return EUR 400 ($630) to every taxpayer helped the Socialists to win the election. In effect, Mr Zapatero got back before voters realised how bad things were. His EUR 400 rebates will pump some EUR 6 billion into consumers' pockets. Yet much of it has already been swallowed up in higher mortgage payments and soaring petrol and food prices. The budget surplus has gone. This year Mr Solbes promises only ""almost balanced"" accounts.
What else can Mr Zapatero do? He has no control over interest rates, international finance or commodity prices. More infrastructure spending is touted as one answer, but with the Socialists pledging not to cut social spending, it will mean either more borrowing or finding offsetting spending cuts. More privatisation may help, as will a cut in the numbers of bureaucrats and a freeze on senior civil-service pay--but the amounts are not huge.
What the economy really needs, says the Bank of Spain, is to rein in wage growth and make the labour market more flexible. Mr Zapatero has called on unions and employers to start talking. But Mr Solbes has said that making it cheaper to fire workers is not a priority. Cuts in corporate-tax rates have also been ruled out. Other supply-side reforms, for instance to education, will have little immediate impact.
On the political side, too, Mr Zapatero is set for a bumpy second term. The PP leader, Mariano Rajoy, has at last shifted his party towards the centre after a long ideological battle. His reward, according to one poll, was to become more popular than Mr Zapatero for the first time. Mr Zapatero heads a minority government that is seven seats short of an absolute parliamentary majority. The small nationalist parties from Catalonia, the Basque country and elsewhere hold the balance of power. They are already playing tough over supporting next year's budget.
If the economy offers him no respite, where can Mr Zapatero turn to boost his flagging image? Step forward the Basque regional premier, Juan Jose Ibarretxe, who has called a double referendum on talks with the armed separatists, ETA, and on a vague Basque ""right to decide"". Mr Ibarretxe, a nationalist, is pushing the limits of devolution and seeking votes in the regional election due this autumn. But he may also have handed a gift to Mr Zapatero. The referendum gives him a chance to be hard on ETA and devolution--both areas where voters thought he was too soft in his first term. Mr Zapatero has said he will get the referendum banned by the constitutional court before it can take place.
This is not the only example of Mr Zapatero's deciding that being tough can pay. Spain's immigrants, most of whom arrived in the past seven years, have accounted for a big chunk of the economy's growth. Now they are starting to lose their jobs. Immigrants make up 11% of the workforce, but half of those who are newly unemployed. The government is offering to pay them a lump-sum unemployment benefit if they go home. A plan to stop them bringing over parents or adult children may discourage new immigrants. Both measures appeal to voters who fret that immigration has been too rapid. 
Mr Zapatero has spotted a problem that many Spaniards now confront for the first time, as they compete with immigrants for scarce jobs. In his second term, Spain's so far relaxed race relations may be tested. Fixing the economy would be the best answer. But getting tough on immigrants may prove an easier way to stay popular than promoting unloved economic reforms.",A7,Positive,Positive
,,,0.12641680240631104,0.13643285632133484,0.7371503710746765,,,,para_text,Spanish voters are belatedly waking up to the extent of their economic problems--although the prime minister still denies them,A7-P0,Negative,Very negative
,,,,,,0.12641680240631104,0.13643285632133484,0.7371503710746765,sentence_text,Spanish voters are belatedly waking up to the extent of their economic problems--although the prime minister still denies them,A7-P0-S0,Negative,Very negative
,,,0.2548713982105255,0.14615443348884583,0.5989741683006287,,,,para_text,"SUCCESSES in soccer and politics do not always go together. Even as euphoric Spaniards revel in their team's Euro 2008 win on June 29th, they know that the real party, celebrating a decade of fizzy growth, is over. The Socialist prime minister, Jose Luis Rodriguez Zapatero, would prefer them to focus on sport, not the economy. But even though he was elected to a second term in March, his popularity is now tumbling, in line with the economy.",A7-P1,Negative,Negative
,,,,,,0.3375067114830017,0.22010689973831177,0.4423864185810089,sentence_text,SUCCESSES in soccer and politics do not always go together.,A7-P1-S0,Negative,Negative
,,,,,,0.5025887489318848,0.11644395440816879,0.38096722960472107,sentence_text,"Even as euphoric Spaniards revel in their team's Euro 2008 win on June 29th, they know that the real party, celebrating a decade of fizzy growth, is over.",A7-P1-S1,Positive,Positive
,,,,,,0.25154516100883484,0.08719940483570099,0.661255419254303,sentence_text,"The Socialist prime minister, Jose Luis Rodriguez Zapatero, would prefer them to focus on sport, not the economy.",A7-P1-S2,Negative,Negative
,,,,,,0.10322465002536774,0.19478173553943634,0.7019935846328735,sentence_text,"But even though he was elected to a second term in March, his popularity is now tumbling, in line with the economy.",A7-P1-S3,Negative,Very negative
,,,0.03268851339817047,0.10207764804363251,0.8652338981628418,,,,para_text,"The litany of bad news has become interminable. Growth is slowing sharply and unemployment is rising. The housing bubble has burst and residential construction has seized up. Prices of petrol, electricity, food and a host of other things Spaniards buy have all gone up sharply, as (on July 3rd) did euro-area interest rates.",A7-P2,Negative,Very negative
,,,,,,0.011128338985145092,0.01081385463476181,0.9780578017234802,sentence_text,The litany of bad news has become interminable.,A7-P2-S0,Negative,Very negative
,,,,,,0.0470462329685688,0.10054972767829895,0.852403998374939,sentence_text,Growth is slowing sharply and unemployment is rising.,A7-P2-S1,Negative,Very negative
,,,,,,0.06504235416650772,0.08386591821908951,0.8510916829109192,sentence_text,The housing bubble has burst and residential construction has seized up.,A7-P2-S2,Negative,Very negative
,,,,,,0.28205564618110657,0.1704537570476532,0.5474905967712402,sentence_text,"Prices of petrol, electricity, food and a host of other things Spaniards buy have all gone up sharply, as (on July 3rd) did euro-area interest rates.",A7-P2-S3,Negative,Negative
,,,0.1814415156841278,0.15792380273342133,0.6606346964836121,,,,para_text,"It is no surprise that half of all Spaniards now consider their personal financial position to be worse than in March. This may not be all Mr Zapatero's fault, but he is the man they are blaming. Striking truck-drivers caused chaos on the roads and left supermarket shelves empty for a week in June. The four-point lead that the Socialists had over the People's Party (PP) opposition in March has now evaporated.",A7-P3,Negative,Negative
,,,,,,0.03862961754202843,0.1269342005252838,0.8344361782073975,sentence_text,It is no surprise that half of all Spaniards now consider their personal financial position to be worse than in March.,A7-P3-S0,Negative,Very negative
,,,,,,0.057571228593587875,0.08930762857198715,0.8531211018562317,sentence_text,"This may not be all Mr Zapatero's fault, but he is the man they are blaming.",A7-P3-S1,Negative,Very negative
,,,,,,0.11819244921207428,0.1232571005821228,0.7585504055023193,sentence_text,Striking truck-drivers caused chaos on the roads and left supermarket shelves empty for a week in June.,A7-P3-S2,Negative,Very negative
,,,,,,0.28877684473991394,0.09045831114053726,0.6207647919654846,sentence_text,The four-point lead that the Socialists had over the People's Party (PP) opposition in March has now evaporated.,A7-P3-S3,Negative,Negative
,,,0.18763503432273865,0.2220076471567154,0.5903573036193848,,,,para_text,"It does not help that the government keeps denying that it faces a crisis. The finance minister, Pedro Solbes, refuses to utter the word ""crisis"" at all. Mr Zapatero told the daily El Pais that its use was ""a matter of opinion"". They are supported by Banco Santander's president, Emilio Botin, who compares the fraught state of the economy with a child's fever: dramatic, but short-lived. Yet crisis may be too bland a word: many economists think ""recession"" will soon be more appropriate. Mr Solbes admits that second-quarter growth will be below the first quarter's paltry 0.3%. His prediction of 2008 growth is now somewhere ""below"" 2%. On July 2nd a defiant Mr Zapatero told parliament he did not believe recession was coming.",A7-P4,Negative,Negative
,,,,,,0.03974144160747528,0.07922849804162979,0.8810300230979919,sentence_text,It does not help that the government keeps denying that it faces a crisis.,A7-P4-S0,Negative,Very negative
,,,,,,0.1264667510986328,0.07194872945547104,0.8015845417976379,sentence_text,"The finance minister, Pedro Solbes, refuses to utter the word ""crisis"" at all.",A7-P4-S1,Negative,Very negative
,,,,,,0.18968293070793152,0.3226151764392853,0.487701952457428,sentence_text,"Mr Zapatero told the daily El Pais that its use was ""a matter of opinion"".",A7-P4-S2,Negative,Negative
,,,,,,0.15563416481018066,0.1704905778169632,0.6738752126693726,sentence_text,"They are supported by Banco Santander's president, Emilio Botin, who compares the fraught state of the economy with a child's fever: dramatic, but short-lived.",A7-P4-S3,Negative,Very negative
,,,,,,0.11727356165647507,0.2658330202102661,0.6168934106826782,sentence_text,"Yet crisis may be too bland a word: many economists think ""recession"" will soon be more appropriate.",A7-P4-S4,Negative,Negative
,,,,,,0.13693158328533173,0.21257293224334717,0.6504955291748047,sentence_text,Mr Solbes admits that second-quarter growth will be below the first quarter's paltry 0.3%.,A7-P4-S5,Negative,Negative
,,,,,,0.09318431466817856,0.19899426400661469,0.7078213691711426,sentence_text,"His prediction of 2008 growth is now somewhere ""below"" 2%.",A7-P4-S6,Negative,Very negative
,,,,,,0.3170078992843628,0.2037370800971985,0.4792550206184387,sentence_text,On July 2nd a defiant Mr Zapatero told parliament he did not believe recession was coming.,A7-P4-S7,Negative,Negative
,,,0.955555260181427,0.031597305089235306,0.0128474747762084,,,,para_text,"In his first term, a smiling Mr Zapatero rode the crest of the economic wave, with a feel-good image of optimism and positive thinking. From regional devolution to gay marriage, he spread a message of goodwill to all. The economy was given little attention as it turned in growth rates well above 3% every year. Cures for every social or political ill seemed possible, as there was plenty of money around.",A7-P5,Positive,Very positive
,,,,,,0.978434681892395,0.014318056404590607,0.007247328758239746,sentence_text,"In his first term, a smiling Mr Zapatero rode the crest of the economic wave, with a feel-good image of optimism and positive thinking.",A7-P5-S0,Positive,Very positive
,,,,,,0.9765929579734802,0.017542947083711624,0.005864099133759737,sentence_text,"From regional devolution to gay marriage, he spread a message of goodwill to all.",A7-P5-S1,Positive,Very positive
,,,,,,0.7704156637191772,0.16257256269454956,0.06701178848743439,sentence_text,The economy was given little attention as it turned in growth rates well above 3% every year.,A7-P5-S2,Positive,Very positive
,,,,,,0.7724023461341858,0.11311140656471252,0.11448635160923004,sentence_text,"Cures for every social or political ill seemed possible, as there was plenty of money around.",A7-P5-S3,Positive,Very positive
,,,0.4717159569263458,0.10551474988460541,0.4227692782878876,,,,para_text,"Things started to go wrong when Spain's frothy construction industry began to deflate last year. A healthy budget surplus, a promise that the grey but trusted Mr Solbes would run the economy and a pledge to return EUR 400 ($630) to every taxpayer helped the Socialists to win the election. In effect, Mr Zapatero got back before voters realised how bad things were. His EUR 400 rebates will pump some EUR 6 billion into consumers' pockets. Yet much of it has already been swallowed up in higher mortgage payments and soaring petrol and food prices. The budget surplus has gone. This year Mr Solbes promises only ""almost balanced"" accounts.",A7-P6,Positive,Positive
,,,,,,0.07940445095300674,0.14597752690315247,0.7746180891990662,sentence_text,Things started to go wrong when Spain's frothy construction industry began to deflate last year.,A7-P6-S0,Negative,Very negative
,,,,,,0.8578136563301086,0.06222481653094292,0.07996149361133575,sentence_text,"A healthy budget surplus, a promise that the grey but trusted Mr Solbes would run the economy and a pledge to return EUR 400 ($630) to every taxpayer helped the Socialists to win the election.",A7-P6-S1,Positive,Very positive
,,,,,,0.056259360164403915,0.0814850851893425,0.8622556328773499,sentence_text,"In effect, Mr Zapatero got back before voters realised how bad things were.",A7-P6-S2,Negative,Very negative
,,,,,,0.8307808637619019,0.11121218651533127,0.05800691992044449,sentence_text,His EUR 400 rebates will pump some EUR 6 billion into consumers' pockets.,A7-P6-S3,Positive,Very positive
,,,,,,0.12698706984519958,0.1932990998029709,0.6797138452529907,sentence_text,Yet much of it has already been swallowed up in higher mortgage payments and soaring petrol and food prices.,A7-P6-S4,Negative,Very negative
,,,,,,0.08216677606105804,0.055724065750837326,0.8621091246604919,sentence_text,The budget surplus has gone.,A7-P6-S5,Negative,Very negative
,,,,,,0.43886080384254456,0.3499244749546051,0.21121472120285034,sentence_text,"This year Mr Solbes promises only ""almost balanced"" accounts.",A7-P6-S6,Positive,Positive
,,,0.24675200879573822,0.1853000819683075,0.5679478645324707,,,,para_text,"What else can Mr Zapatero do? He has no control over interest rates, international finance or commodity prices. More infrastructure spending is touted as one answer, but with the Socialists pledging not to cut social spending, it will mean either more borrowing or finding offsetting spending cuts. More privatisation may help, as will a cut in the numbers of bureaucrats and a freeze on senior civil-service pay--but the amounts are not huge.",A7-P7,Negative,Negative
,,,,,,0.40789344906806946,0.2977638840675354,0.29434269666671753,sentence_text,What else can Mr Zapatero do?,A7-P7-S0,Positive,Positive
,,,,,,0.1745593249797821,0.28800374269485474,0.5374369025230408,sentence_text,"He has no control over interest rates, international finance or commodity prices.",A7-P7-S1,Negative,Negative
,,,,,,0.3095817565917969,0.19426727294921875,0.4961509108543396,sentence_text,"More infrastructure spending is touted as one answer, but with the Socialists pledging not to cut social spending, it will mean either more borrowing or finding offsetting spending cuts.",A7-P7-S2,Negative,Negative
,,,,,,0.5380111336708069,0.17990010976791382,0.2820887267589569,sentence_text,"More privatisation may help, as will a cut in the numbers of bureaucrats and a freeze on senior civil-service pay--but the amounts are not huge.",A7-P7-S3,Positive,Positive
,,,0.26932790875434875,0.22597476840019226,0.504697322845459,,,,para_text,"What the economy really needs, says the Bank of Spain, is to rein in wage growth and make the labour market more flexible. Mr Zapatero has called on unions and employers to start talking. But Mr Solbes has said that making it cheaper to fire workers is not a priority. Cuts in corporate-tax rates have also been ruled out. Other supply-side reforms, for instance to education, will have little immediate impact.",A7-P8,Negative,Negative
,,,,,,0.31110888719558716,0.22890737652778625,0.4599837064743042,sentence_text,"What the economy really needs, says the Bank of Spain, is to rein in wage growth and make the labour market more flexible.",A7-P8-S0,Negative,Negative
,,,,,,0.46293941140174866,0.1678667962551117,0.36919379234313965,sentence_text,Mr Zapatero has called on unions and employers to start talking.,A7-P8-S1,Positive,Positive
,,,,,,0.21498529613018036,0.2675282657146454,0.5174863934516907,sentence_text,But Mr Solbes has said that making it cheaper to fire workers is not a priority.,A7-P8-S2,Negative,Negative
,,,,,,0.07655435055494308,0.1112910732626915,0.8121545910835266,sentence_text,Cuts in corporate-tax rates have also been ruled out.,A7-P8-S3,Negative,Very negative
,,,,,,0.2846929430961609,0.2602808475494385,0.45502620935440063,sentence_text,"Other supply-side reforms, for instance to education, will have little immediate impact.",A7-P8-S4,Negative,Negative
,,,0.23527824878692627,0.16304375231266022,0.6016779541969299,,,,para_text,"On the political side, too, Mr Zapatero is set for a bumpy second term. The PP leader, Mariano Rajoy, has at last shifted his party towards the centre after a long ideological battle. His reward, according to one poll, was to become more popular than Mr Zapatero for the first time. Mr Zapatero heads a minority government that is seven seats short of an absolute parliamentary majority. The small nationalist parties from Catalonia, the Basque country and elsewhere hold the balance of power. They are already playing tough over supporting next year's budget.",A7-P9,Negative,Negative
,,,,,,0.07235422730445862,0.11827467381954193,0.8093710541725159,sentence_text,"On the political side, too, Mr Zapatero is set for a bumpy second term.",A7-P9-S0,Negative,Very negative
,,,,,,0.5356761813163757,0.19284769892692566,0.2714761197566986,sentence_text,"The PP leader, Mariano Rajoy, has at last shifted his party towards the centre after a long ideological battle.",A7-P9-S1,Positive,Positive
,,,,,,0.8435524106025696,0.1031465157866478,0.053301069885492325,sentence_text,"His reward, according to one poll, was to become more popular than Mr Zapatero for the first time.",A7-P9-S2,Positive,Very positive
,,,,,,0.20509126782417297,0.1885262429714203,0.6063824892044067,sentence_text,Mr Zapatero heads a minority government that is seven seats short of an absolute parliamentary majority.,A7-P9-S3,Negative,Negative
,,,,,,0.3973100185394287,0.07184135913848877,0.5308486223220825,sentence_text,"The small nationalist parties from Catalonia, the Basque country and elsewhere hold the balance of power.",A7-P9-S4,Negative,Negative
,,,,,,0.10526693612337112,0.07486872375011444,0.8198643326759338,sentence_text,They are already playing tough over supporting next year's budget.,A7-P9-S5,Negative,Very negative
,,,0.6299835443496704,0.05738649144768715,0.31262990832328796,,,,para_text,"If the economy offers him no respite, where can Mr Zapatero turn to boost his flagging image? Step forward the Basque regional premier, Juan Jose Ibarretxe, who has called a double referendum on talks with the armed separatists, ETA, and on a vague Basque ""right to decide"". Mr Ibarretxe, a nationalist, is pushing the limits of devolution and seeking votes in the regional election due this autumn. But he may also have handed a gift to Mr Zapatero. The referendum gives him a chance to be hard on ETA and devolution--both areas where voters thought he was too soft in his first term. Mr Zapatero has said he will get the referendum banned by the constitutional court before it can take place.",A7-P10,Positive,Positive
,,,,,,0.14433544874191284,0.14601899683475494,0.7096455693244934,sentence_text,"If the economy offers him no respite, where can Mr Zapatero turn to boost his flagging image?",A7-P10-S0,Negative,Very negative
,,,,,,0.3586791157722473,0.17325296998023987,0.46806788444519043,sentence_text,"Step forward the Basque regional premier, Juan Jose Ibarretxe, who has called a double referendum on talks with the armed separatists, ETA, and on a vague Basque ""right to decide"".",A7-P10-S1,Negative,Negative
,,,,,,0.2553902566432953,0.03952764719724655,0.7050821185112,sentence_text,"Mr Ibarretxe, a nationalist, is pushing the limits of devolution and seeking votes in the regional election due this autumn.",A7-P10-S2,Negative,Very negative
,,,,,,0.4872172772884369,0.23528970777988434,0.27749302983283997,sentence_text,But he may also have handed a gift to Mr Zapatero.,A7-P10-S3,Positive,Positive
,,,,,,0.7571026086807251,0.03608594089746475,0.20681148767471313,sentence_text,The referendum gives him a chance to be hard on ETA and devolution--both areas where voters thought he was too soft in his first term.,A7-P10-S4,Positive,Very positive
,,,,,,0.21476544439792633,0.16347664594650269,0.6217578649520874,sentence_text,Mr Zapatero has said he will get the referendum banned by the constitutional court before it can take place.,A7-P10-S5,Negative,Negative
,,,0.31130367517471313,0.1044110506772995,0.5842852592468262,,,,para_text,"This is not the only example of Mr Zapatero's deciding that being tough can pay. Spain's immigrants, most of whom arrived in the past seven years, have accounted for a big chunk of the economy's growth. Now they are starting to lose their jobs. Immigrants make up 11% of the workforce, but half of those who are newly unemployed. The government is offering to pay them a lump-sum unemployment benefit if they go home. A plan to stop them bringing over parents or adult children may discourage new immigrants. Both measures appeal to voters who fret that immigration has been too rapid. ",A7-P11,Negative,Negative
,,,,,,0.34498700499534607,0.12577976286411285,0.5292332172393799,sentence_text,This is not the only example of Mr Zapatero's deciding that being tough can pay.,A7-P11-S0,Negative,Negative
,,,,,,0.6758511066436768,0.166965514421463,0.15718333423137665,sentence_text,"Spain's immigrants, most of whom arrived in the past seven years, have accounted for a big chunk of the economy's growth.",A7-P11-S1,Positive,Very positive
,,,,,,0.041709959506988525,0.08465193212032318,0.8736380934715271,sentence_text,Now they are starting to lose their jobs.,A7-P11-S2,Negative,Very negative
,,,,,,0.34635666012763977,0.20473256707191467,0.44891080260276794,sentence_text,"Immigrants make up 11% of the workforce, but half of those who are newly unemployed.",A7-P11-S3,Negative,Negative
